index,LotArea,StreetP,StreetG,UtilitiesALL,UtilitiesNSW,OQualPO,OQualFA,OQualTA,OQualGD,OQualEX,YearBuilt,TotalBsmtSF,Bathrooms,HeatingWall,HeatingOthw,HeatingGrav,HeatingGasW,HeatingGasA,HeatingFloor,CentralAir,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQualPO,KitchenQualFA,KitchenQualTA,KitchenQualGD,KitchenQualEX,Fireplaces,GarageArea,PavedDrive,PoolArea,PavedDriveP,PavedDrive1,Fence,SalePrice
346,12772,1,0,1,0,0,0,0,0,1,1960,958,1,0,0,0,0,1,0,1,958,2,1,0,0,1,0,0,0,301,0,0,0,1,0,151500
347,17600,1,0,1,0,0,0,1,0,0,1960,1478,2,0,0,0,0,1,0,1,1478,3,1,0,0,1,0,0,1,498,0,0,0,1,0,157500
348,2448,1,0,1,0,0,0,1,0,0,2003,764,3,0,0,0,0,1,0,1,1626,2,1,0,0,0,1,0,0,474,0,0,0,1,0,154000
349,20431,1,0,1,0,0,0,1,0,0,2005,1848,3,0,0,0,0,1,0,1,2728,4,1,0,0,0,0,1,1,706,0,0,0,1,0,437154
350,7820,1,0,1,0,0,0,1,0,0,2007,1869,2,0,0,0,0,1,0,1,1869,2,1,0,0,0,0,1,1,617,0,0,0,1,0,318061
351,5271,1,0,1,0,0,0,1,0,0,1986,1453,2,0,0,0,0,1,0,1,1453,2,1,0,0,0,1,0,1,445,0,0,0,1,0,190000
352,9084,1,0,1,0,0,0,0,1,0,1941,616,1,0,0,0,0,1,0,0,1111,3,1,0,0,1,0,0,0,200,0,0,0,1,0,95000
353,8520,1,0,1,0,0,0,0,0,1,1928,624,1,0,0,0,0,1,0,1,720,2,1,0,0,1,0,0,0,484,0,0,0,1,0,105900
354,8400,1,0,1,0,0,0,1,0,0,1940,940,1,0,0,0,0,1,0,1,1595,2,1,0,0,1,0,0,1,240,0,0,0,1,0,140000
355,11249,1,0,1,0,0,0,1,0,0,1995,1200,2,0,0,0,0,1,0,1,1200,3,1,0,0,0,1,0,0,521,0,0,0,1,0,177500
356,9248,1,0,1,0,0,0,0,1,0,1992,1158,2,0,0,0,0,1,0,1,1167,3,1,0,0,0,1,0,0,400,0,0,0,1,0,173000
357,4224,1,0,1,0,0,0,1,0,0,1976,1142,2,0,0,0,0,1,0,1,1142,3,1,0,0,1,0,0,1,528,0,0,0,1,1,134000
358,6930,1,0,1,0,0,0,1,0,0,1958,1062,1,0,0,0,0,1,0,1,1352,3,1,0,0,0,1,0,0,288,0,0,0,1,0,130000
359,12011,1,0,1,0,0,0,1,0,0,1998,1086,3,0,0,0,0,1,0,1,1924,3,1,0,0,0,1,0,1,592,0,0,0,1,0,280000
360,7540,1,0,1,0,0,0,0,1,0,1978,888,1,0,0,0,0,1,0,1,912,2,1,0,0,1,0,0,1,470,0,0,0,1,1,156000
361,9144,1,0,1,0,0,0,1,0,0,1940,883,1,0,0,0,0,1,0,1,1505,3,1,0,0,1,0,0,0,240,1,0,0,0,0,145000
362,7301,1,0,1,0,0,0,1,0,0,2003,0,3,0,0,0,0,1,0,1,1922,4,1,0,0,0,1,0,1,672,0,0,0,1,0,198500
363,1680,1,0,1,0,0,0,0,0,1,1972,483,2,0,0,0,0,1,0,1,987,2,1,0,0,0,1,0,0,264,0,0,0,1,0,118000
364,18800,1,0,1,0,0,0,1,0,0,1976,796,3,0,0,0,0,1,0,1,1574,3,1,0,0,1,0,0,1,566,0,0,0,1,0,190000
365,10690,1,0,1,0,0,0,0,1,0,1920,672,1,0,0,0,0,1,0,1,1344,3,1,0,0,1,0,0,0,468,0,0,0,1,0,147000
366,9500,1,0,1,0,0,0,1,0,0,1963,1394,2,0,0,0,0,1,0,1,1394,3,1,0,0,1,0,0,1,514,0,0,0,1,0,159000
367,9150,1,0,1,0,0,0,1,0,0,1962,1099,1,0,0,0,0,1,0,1,1431,3,1,0,0,1,0,0,1,296,0,0,0,1,0,165000
368,7800,1,0,1,0,0,0,0,1,0,1954,1268,1,0,0,0,0,1,0,1,1268,2,1,0,0,1,0,0,1,244,0,0,0,1,0,132000
369,9830,1,0,1,0,0,0,0,1,0,1959,1063,1,0,0,0,0,1,0,1,1287,3,1,0,0,0,1,0,1,576,0,0,0,1,0,162000
370,8121,1,0,1,0,0,0,1,0,0,2000,953,3,0,0,0,0,1,0,1,1664,3,1,0,0,1,0,0,1,460,0,0,0,1,0,172400
371,17120,1,0,1,0,0,0,1,0,0,1959,0,2,0,0,0,0,1,0,1,1588,4,1,0,0,1,0,0,1,680,1,0,0,0,0,134432
372,7175,1,0,1,0,0,0,1,0,0,1984,744,1,0,0,0,0,1,0,1,752,2,1,0,0,1,0,0,0,264,0,0,0,1,1,125000
373,10634,1,0,1,0,0,0,0,1,0,1953,608,1,0,0,0,0,1,0,1,1319,3,1,0,0,1,0,0,0,270,0,0,0,1,1,123000
374,8200,1,0,1,0,0,0,1,0,0,2003,847,3,0,0,0,0,1,0,1,1928,4,1,0,0,0,1,0,1,434,0,0,0,1,0,219500
375,10020,1,0,1,0,1,0,0,0,0,1922,683,1,0,0,0,0,1,0,0,904,1,1,0,1,0,0,0,0,0,0,0,0,1,0,61000
376,8846,1,0,1,0,0,0,1,0,0,1996,870,1,0,0,0,0,1,0,1,914,2,1,0,0,1,0,0,0,576,0,0,0,1,0,148000
377,11143,1,0,1,0,0,0,1,0,0,2004,1580,3,0,0,0,0,1,0,1,2466,4,1,0,0,0,1,0,1,610,0,0,0,1,0,340000
378,11394,1,0,1,0,0,1,0,0,0,2010,1856,2,0,0,0,0,1,0,1,1856,1,1,0,0,0,0,1,1,834,0,0,0,1,0,394432
379,8123,1,0,1,0,0,0,1,0,0,2000,982,3,0,0,0,0,1,0,1,1800,3,1,0,0,1,0,0,1,463,0,0,0,1,0,179000
380,5000,1,0,1,0,0,0,0,1,0,1924,1026,2,0,0,0,0,1,0,1,1691,3,1,0,0,0,1,0,1,308,0,0,0,1,0,127000
381,7200,1,0,1,0,0,0,1,0,0,2006,1293,2,0,0,0,0,1,0,1,1301,2,1,0,0,0,1,0,1,572,0,0,0,1,0,187750
382,9245,1,0,1,0,0,0,1,0,0,2006,939,3,0,0,0,0,1,0,1,1797,3,1,0,0,0,1,0,0,639,0,0,0,1,0,213500
383,9000,1,0,1,0,0,1,0,0,0,1928,784,1,0,0,0,0,1,0,0,784,2,1,0,0,1,0,0,0,360,1,0,0,0,0,76000
384,53107,1,0,1,0,0,0,1,0,0,1992,1580,3,0,0,0,0,1,0,1,1953,3,1,0,0,0,1,0,1,501,0,0,0,1,0,240000
385,3182,1,0,1,0,0,0,1,0,0,2004,1256,2,0,0,0,0,1,0,1,1269,2,1,0,0,0,1,0,1,430,0,0,0,1,0,192000
386,8410,1,0,1,0,0,1,0,0,0,1910,658,1,0,0,0,0,1,0,1,1184,5,1,0,0,1,0,0,0,0,1,0,0,0,0,81000
387,7200,1,0,1,0,0,0,0,1,0,1976,1041,1,0,0,0,0,1,0,1,1125,3,1,0,0,1,0,0,1,352,0,0,0,1,1,125000
388,9382,1,0,1,0,0,0,1,0,0,1999,1468,2,0,0,0,0,1,0,1,1479,3,1,0,0,0,1,0,0,577,0,0,0,1,0,191000
389,12474,1,0,1,0,0,0,1,0,0,2007,1682,3,0,0,0,0,1,0,1,2332,3,1,0,0,0,0,1,1,846,0,0,0,1,0,426000
390,8405,1,0,1,0,0,0,0,0,1,1900,861,1,0,0,0,0,1,0,1,1367,4,1,0,0,1,0,0,0,384,0,0,0,1,1,119000
391,12209,1,0,1,0,0,0,1,0,0,2001,804,3,0,0,0,0,1,0,1,1961,3,1,0,0,0,1,0,1,560,0,0,0,1,0,215000
392,8339,1,0,1,0,0,0,0,1,0,1959,0,1,0,0,0,0,1,0,1,882,3,1,0,0,1,0,0,0,294,0,0,0,1,1,106500
393,7446,1,0,1,0,0,0,1,0,0,1941,788,1,0,0,0,0,1,0,1,788,2,1,0,0,1,0,0,1,0,0,0,0,1,1,100000
394,10134,1,0,1,0,0,0,0,1,0,1940,735,1,0,0,0,0,1,0,1,1034,2,1,0,0,1,0,0,0,240,0,0,0,1,0,109000
395,9571,1,0,1,0,0,0,0,1,0,1956,1144,1,0,0,0,0,1,0,1,1144,3,1,0,0,1,0,0,0,596,0,0,0,1,0,129000
396,7200,1,0,1,0,0,0,1,0,0,1972,894,1,0,0,0,0,1,0,1,894,2,1,0,0,1,0,0,0,600,0,0,0,1,0,123000
397,7590,1,0,1,0,0,0,1,0,0,1962,864,2,0,0,0,0,1,0,1,1812,4,1,0,0,1,0,0,1,264,0,0,0,1,0,169500
398,8967,1,0,1,0,0,1,0,0,0,1920,961,1,0,0,0,0,1,0,1,1077,2,1,0,0,1,0,0,0,338,1,0,0,0,0,67000
399,8125,1,0,1,0,0,0,1,0,0,2006,1092,2,0,0,0,0,1,0,1,1550,2,1,0,0,0,1,0,0,438,0,0,0,1,0,241000
400,14963,1,0,1,0,0,0,1,0,0,1996,1260,2,0,0,0,0,1,0,1,1288,1,1,0,0,0,0,1,1,500,0,0,0,1,0,245500
401,8767,1,0,1,0,0,0,1,0,0,2005,1310,2,0,0,0,0,1,0,1,1310,3,1,0,0,0,1,0,1,400,0,0,0,1,0,164990
402,10200,1,0,1,0,0,0,0,0,1,1940,672,1,0,0,0,0,1,0,1,672,2,1,0,0,1,0,0,0,240,1,0,0,0,1,108000
403,12090,1,0,1,0,0,0,1,0,0,1998,1141,3,0,0,0,0,1,0,1,2263,4,1,0,0,0,1,0,1,420,0,0,0,1,0,258000
404,10364,1,0,1,0,0,0,1,0,0,1995,806,3,0,0,0,0,1,0,1,1572,3,1,0,0,1,0,0,1,373,0,0,0,1,0,168000
405,9991,1,0,1,0,0,0,1,0,0,1976,1281,2,0,0,0,0,1,0,1,1620,3,1,0,0,1,0,0,1,490,0,0,0,1,1,150000
406,10480,1,0,1,0,0,0,1,0,0,1936,1064,1,0,0,0,0,1,0,1,1639,3,1,0,0,1,0,0,0,240,0,0,0,1,0,115000
407,15576,1,0,1,0,0,0,0,1,0,1915,840,2,0,0,0,0,1,0,1,1680,4,1,0,0,1,0,0,0,308,0,0,0,1,0,177000
408,14154,1,0,1,0,0,0,1,0,0,2006,1063,3,0,0,0,0,1,0,1,2172,3,1,0,0,0,1,0,1,947,0,0,0,1,0,280000
409,10800,1,0,1,0,0,0,1,0,0,2007,1034,3,0,0,0,0,1,0,1,2078,3,1,0,0,0,0,1,1,836,0,0,0,1,0,339750
410,9571,1,0,1,0,0,1,0,0,0,1958,1276,1,0,0,0,0,1,0,1,1276,3,1,0,0,1,0,0,0,350,0,0,0,1,0,60000
411,34650,1,0,1,0,0,0,1,0,0,1955,1056,1,0,0,0,0,1,0,0,1056,3,1,0,0,1,0,0,0,572,0,0,0,1,0,145000
412,4403,1,0,1,0,0,0,1,0,0,2009,1470,3,0,0,0,0,1,0,1,1478,2,1,0,0,0,1,0,1,484,0,0,0,1,0,222000
413,8960,1,0,1,0,0,0,0,1,0,1927,1008,1,0,0,0,0,1,0,1,1028,2,1,0,0,1,0,0,1,360,0,0,0,1,0,115000
414,11228,1,0,1,0,0,0,1,0,0,1993,1080,3,0,0,0,0,1,0,1,2097,3,1,0,0,0,1,0,1,678,0,0,0,1,0,228000
415,8899,1,0,1,0,0,0,1,0,0,2007,1340,2,0,0,0,0,1,0,1,1340,3,1,0,0,0,1,0,0,396,0,0,0,1,0,181134
416,7844,1,0,1,0,0,0,0,1,0,1978,672,2,0,0,0,0,1,0,1,1400,3,1,0,0,1,0,0,1,440,0,0,0,1,0,149500
417,22420,1,0,1,0,0,0,0,1,0,1918,1370,3,0,0,0,1,0,0,0,2624,4,1,0,0,1,0,0,1,864,1,0,0,0,0,239000
418,8160,1,0,1,0,0,0,0,1,0,1940,756,2,0,0,0,0,1,0,0,1134,3,1,0,0,1,0,0,0,240,0,0,1,0,0,126000
419,8450,1,0,1,0,0,0,0,1,0,1968,1056,1,0,0,0,0,1,0,1,1056,3,1,0,0,1,0,0,1,304,0,0,0,1,0,142000
420,7060,1,0,1,0,0,0,1,0,0,1997,1344,2,0,0,0,0,1,0,1,1344,2,2,0,0,1,0,0,0,784,0,0,0,1,0,206300
421,16635,1,0,1,0,0,0,0,1,0,1977,1602,2,0,0,0,0,1,0,1,1602,3,1,0,0,0,1,0,1,529,0,0,0,1,0,215000
422,21750,1,0,1,0,0,0,1,0,0,1954,988,1,0,0,0,0,1,0,1,988,2,1,0,0,1,0,0,0,520,1,0,0,0,0,113000
423,9200,1,0,1,0,0,0,1,0,0,1998,1470,3,0,0,0,0,1,0,1,2630,4,1,0,0,0,1,0,1,696,0,0,0,1,0,315000
424,9000,1,0,1,0,0,0,1,0,0,1956,1196,1,0,0,0,0,1,0,1,1196,2,1,0,0,1,0,0,1,297,0,0,0,1,0,139000
425,3378,1,0,1,0,0,0,0,0,1,1946,651,2,0,0,0,0,1,0,1,1389,3,1,0,0,1,0,0,1,240,0,0,1,0,0,135000
426,12800,1,0,1,0,0,0,1,0,0,1989,1518,2,0,0,0,0,1,0,1,1644,2,1,0,0,0,1,0,1,569,0,0,0,1,0,275000
427,8593,1,0,1,0,0,0,0,1,0,1957,907,1,0,0,0,0,1,0,1,907,3,1,0,0,1,0,0,0,352,0,0,0,1,0,109008
428,6762,1,0,1,0,0,0,1,0,0,2007,1208,2,0,0,0,0,1,0,1,1208,2,1,0,0,0,1,0,0,628,0,0,0,1,0,195400
429,11457,1,0,1,0,0,0,1,0,0,1988,1392,2,0,0,0,0,1,0,1,1412,3,1,0,0,0,1,0,1,576,0,0,0,1,0,175000
430,1680,1,0,1,0,0,0,1,0,0,1971,483,2,0,0,0,0,1,0,1,987,2,1,0,0,1,0,0,0,264,0,0,0,1,0,85400
431,5586,1,0,1,0,0,0,0,1,0,1920,901,1,0,0,0,0,1,0,1,1198,4,1,0,0,1,0,0,0,0,1,0,0,0,1,79900
432,1920,1,0,1,0,0,0,1,0,0,1971,765,2,0,0,0,0,1,0,1,1365,2,1,0,0,1,0,0,0,440,0,0,0,1,0,122500
433,10839,1,0,1,0,0,0,1,0,0,1997,926,3,0,0,0,0,1,0,1,1604,3,1,0,0,1,0,0,1,470,0,0,0,1,0,181000
434,1890,1,0,1,0,0,0,0,1,0,1972,630,1,0,0,0,0,1,0,1,630,1,1,0,0,1,0,0,0,0,0,0,0,1,0,81000
435,10667,1,0,1,0,0,0,0,1,0,1996,799,3,0,0,0,0,1,0,1,1661,3,1,0,0,0,1,0,1,550,0,0,0,1,0,212000
436,4400,1,0,1,0,0,0,0,0,1,1920,648,1,0,0,0,0,1,0,1,1118,2,1,0,0,1,0,0,0,440,0,0,0,1,0,116000
437,6000,1,0,1,0,0,0,0,1,0,1926,884,1,0,0,0,0,1,0,1,904,2,1,0,0,1,0,0,0,180,0,0,0,1,0,119000
438,4280,1,0,1,0,0,0,0,1,0,1913,440,1,0,0,0,0,1,0,0,694,2,1,0,0,0,1,0,1,352,0,0,1,0,1,90350
439,12354,1,0,1,0,0,0,0,0,1,1920,684,1,0,0,0,0,1,0,1,1196,3,1,0,0,0,1,0,0,528,0,0,0,1,1,110000
440,15431,1,0,1,0,0,0,1,0,0,2008,3094,2,0,0,0,0,1,0,1,2402,2,1,0,0,0,0,1,1,672,0,0,0,1,0,555000
441,12108,1,0,1,0,0,0,1,0,0,1955,1440,2,0,0,0,0,1,0,0,1440,4,2,0,1,0,0,0,0,0,0,0,0,1,0,118000
442,6240,1,0,1,0,0,0,0,1,0,1930,1078,2,0,0,0,0,1,0,1,1573,3,1,0,0,1,0,0,1,360,0,0,1,0,0,162900
443,3922,1,0,1,0,0,0,1,0,0,2006,1258,2,0,0,0,0,1,0,1,1258,2,1,0,0,0,1,0,1,648,0,0,0,1,0,172500
444,8750,1,0,1,0,0,0,1,0,0,1994,915,3,0,0,0,0,1,0,1,1908,4,1,0,0,0,1,0,1,493,0,0,0,1,0,210000
445,9855,1,0,1,0,0,0,1,0,0,1956,1436,1,0,0,0,0,1,0,1,1689,3,1,0,0,1,0,0,1,480,0,0,0,1,1,127500
446,16492,1,0,1,0,0,0,0,1,0,1966,1517,3,0,0,0,0,1,0,1,1888,2,1,0,0,0,1,0,1,578,0,0,0,1,0,190000
447,11214,1,0,1,0,0,0,1,0,0,1998,930,3,0,0,0,0,1,0,1,1886,4,1,0,0,0,1,0,1,431,0,0,0,1,0,199900
448,8600,1,0,1,0,0,0,0,1,0,1937,780,2,0,0,0,0,1,0,1,1376,3,1,0,0,1,0,0,1,198,1,0,0,0,0,119500
449,6000,1,0,1,0,0,0,0,1,0,1948,649,2,0,0,0,0,1,0,1,1183,2,1,0,0,1,0,0,0,308,0,0,0,1,0,120000
450,5684,1,0,1,0,0,0,0,0,1,1930,813,1,0,0,0,0,1,0,1,813,2,1,0,0,0,1,0,0,270,1,0,0,0,0,110000
451,70761,1,0,1,0,0,0,1,0,0,1975,1533,2,0,0,0,0,1,0,1,1533,2,1,0,0,0,1,0,1,576,0,0,0,1,0,280000
452,9303,1,0,1,0,0,0,1,0,0,1996,872,3,0,0,0,0,1,0,1,1756,3,1,0,0,1,0,0,0,422,0,0,0,1,0,204000
453,9000,1,0,1,0,0,0,1,0,0,2008,768,3,0,0,0,0,1,0,1,1590,3,1,0,0,0,1,0,0,676,0,0,0,1,0,210000
454,9297,1,0,1,0,0,0,1,0,0,1976,1728,2,0,0,0,0,1,0,1,1728,4,2,0,0,1,0,0,0,560,0,0,0,1,0,188000
455,9600,1,0,1,0,0,0,0,1,0,1973,1242,2,0,0,0,0,1,0,1,1242,3,1,0,0,1,0,0,1,528,0,0,0,1,0,175500
456,4571,1,0,1,0,0,0,1,0,0,1916,624,1,0,0,0,0,1,0,0,1344,4,1,0,0,1,0,0,0,513,0,0,0,1,0,98000
457,53227,1,0,1,0,0,0,0,1,0,1954,1364,1,0,0,0,0,1,0,1,1663,2,1,0,0,0,1,0,1,529,0,0,0,1,0,256000
458,5100,1,0,1,0,0,0,0,1,0,1925,588,1,0,0,0,0,1,0,1,1666,3,1,0,0,0,1,0,1,228,0,0,0,1,1,161000
459,7015,1,0,1,0,0,0,1,0,0,1950,709,1,0,0,0,0,1,0,1,1203,3,1,0,0,0,1,0,1,352,0,0,0,1,0,110000
460,8004,1,0,1,0,0,0,1,0,0,2009,832,3,0,0,0,0,1,0,1,1935,3,1,0,0,1,0,0,0,552,0,0,0,1,0,263435
461,7200,1,0,1,0,0,0,0,0,1,1936,560,1,0,0,0,0,1,0,1,1135,3,1,0,0,0,1,0,0,576,0,0,0,1,1,155000
462,8281,1,0,1,0,0,0,1,0,0,1965,864,1,0,0,0,0,1,0,1,864,3,1,0,0,1,0,0,1,360,0,0,0,1,1,62383
463,11988,1,0,1,0,0,0,0,1,0,1934,715,2,0,0,0,0,1,0,1,1660,3,1,0,0,1,0,0,1,240,0,0,0,1,0,188700
464,8430,1,0,1,0,0,0,1,0,0,1978,1040,2,0,0,0,0,1,0,1,1040,3,1,0,0,1,0,0,0,0,0,0,0,1,0,124000
465,3072,1,0,1,0,0,0,1,0,0,2004,1375,2,0,0,0,0,1,0,1,1414,2,1,0,0,0,1,0,1,398,0,0,0,1,0,178740
466,10628,1,0,1,0,0,0,1,0,0,1970,1277,1,0,0,0,0,1,0,1,1277,2,1,0,0,1,0,0,1,526,0,0,0,1,1,167000
467,9480,1,0,1,0,0,0,0,1,0,1942,728,2,0,0,0,0,1,0,1,1644,3,1,0,0,0,1,0,1,312,0,0,0,1,0,146500
468,11428,1,0,1,0,0,0,1,0,0,2006,1626,2,0,0,0,0,1,0,1,1634,3,1,0,0,0,1,0,1,866,0,0,0,1,0,250000
469,9291,1,0,1,0,0,0,1,0,0,1993,832,3,0,0,0,0,1,0,1,1710,3,1,0,0,0,1,0,0,506,0,0,0,1,0,187000
470,6820,1,0,1,0,0,0,1,0,0,1985,1488,2,0,0,0,0,1,0,1,1502,1,1,0,0,0,1,0,0,528,0,0,0,1,0,212000
471,11952,1,0,1,0,0,0,0,1,0,1977,808,3,0,0,0,0,1,0,1,1969,3,1,0,0,1,0,0,1,534,0,0,0,1,0,190000
472,3675,1,0,1,0,0,0,1,0,0,2005,547,1,0,0,0,0,1,0,1,1072,2,1,0,0,1,0,0,0,525,0,0,0,1,0,148000
473,14977,1,0,1,0,0,0,1,0,0,2006,1976,2,0,0,0,0,1,0,1,1976,2,1,0,0,0,1,0,1,908,0,0,0,1,0,440000
474,5330,1,0,1,0,0,0,1,0,0,2000,1494,2,0,0,0,0,1,0,1,1652,2,1,0,0,0,0,1,0,499,0,0,0,1,0,251000
475,8480,1,0,1,0,0,0,0,1,0,1963,970,1,0,0,0,0,1,0,1,970,2,1,0,0,1,0,0,0,624,0,0,0,1,0,132500
476,13125,1,0,1,0,0,0,1,0,0,1997,1478,2,0,0,0,0,1,0,1,1493,3,1,0,0,0,1,0,1,508,0,0,0,1,0,208900
477,13693,1,0,1,0,0,0,1,0,0,2006,2153,3,0,0,0,0,1,0,1,2643,3,1,0,0,0,0,1,1,694,0,0,0,1,0,380000
478,10637,1,0,1,0,0,0,1,0,0,2007,1705,2,0,0,0,0,1,0,1,1718,3,1,0,0,0,1,0,1,826,0,0,0,1,0,297000
479,5925,1,0,1,0,0,0,0,1,0,1937,907,1,0,0,0,0,1,0,1,1131,2,1,0,0,1,0,0,0,672,0,0,0,1,1,89471
480,16033,1,0,1,0,0,0,1,0,0,2004,1833,2,0,0,0,0,1,0,1,1850,3,1,0,0,0,1,0,1,772,0,0,0,1,0,326000
481,11846,1,0,1,0,0,0,1,0,0,2003,1792,2,0,0,0,0,1,0,1,1792,2,1,0,0,0,0,1,1,874,0,0,0,1,0,374000
482,2500,1,0,1,0,0,0,0,0,1,1915,910,2,0,0,0,0,1,0,1,1826,4,1,0,0,0,0,1,1,164,0,0,0,1,0,155000
483,4500,1,0,1,0,0,0,1,0,0,1998,1216,2,0,0,0,0,1,0,1,1216,2,1,0,0,1,0,0,0,402,0,0,0,1,0,164000
484,7758,1,0,1,0,0,0,0,1,0,1962,999,1,0,0,0,0,1,0,1,999,3,1,0,0,0,1,0,0,264,0,0,0,1,0,132500
485,9600,1,0,1,0,0,0,0,1,0,1950,1113,1,0,0,0,0,1,0,1,1113,3,1,0,0,0,1,0,1,264,0,0,0,1,0,147000
486,10289,1,0,1,0,0,0,0,1,0,1965,1073,2,0,0,0,0,1,0,1,1073,3,1,0,0,1,0,0,0,515,0,0,0,1,0,156000
487,12243,1,0,1,0,0,0,0,1,0,1971,1484,2,0,0,0,0,1,0,1,1484,3,1,0,0,1,0,0,1,487,0,0,0,1,0,175000
488,10800,1,0,1,0,0,0,1,0,0,1900,954,2,0,0,0,0,1,0,0,2414,3,2,0,0,1,0,0,1,520,1,0,0,0,0,160000
489,1526,1,0,1,0,0,0,0,0,1,1970,630,1,0,0,0,0,1,0,1,630,1,1,0,0,0,1,0,0,286,0,0,0,1,0,86000
490,2665,1,0,1,0,0,0,0,1,0,1976,264,2,0,0,0,0,1,0,1,1304,3,1,0,0,1,0,0,1,336,0,0,0,1,0,115000
491,9490,1,0,1,0,0,0,0,1,0,1941,806,1,0,0,0,0,1,0,1,1578,3,1,0,1,0,0,0,1,240,0,0,0,1,1,133000
492,15578,1,0,1,0,0,0,1,0,0,2006,728,3,0,0,0,0,1,0,1,1456,3,1,0,0,1,0,0,0,429,0,0,0,1,0,172785
493,7931,1,0,1,0,0,0,0,1,0,1960,1269,2,0,0,0,0,1,0,1,1269,3,1,0,0,1,0,0,1,308,0,0,0,1,0,155000
494,5784,1,0,1,0,0,0,0,0,1,1938,190,1,0,0,0,0,1,0,1,886,2,1,0,0,1,0,0,0,273,0,0,0,1,0,91300
495,7879,1,0,1,0,0,0,1,0,0,1920,720,1,0,0,0,0,1,0,0,720,2,1,0,0,1,0,0,0,0,1,0,0,0,1,34900
496,12692,1,0,1,0,0,0,1,0,0,1992,3200,3,0,0,0,0,1,0,1,3228,4,1,0,0,0,1,0,1,546,0,0,0,1,0,430000
497,9120,1,0,1,0,0,0,0,1,0,1925,1026,2,0,0,0,0,1,0,1,1820,4,1,0,0,1,0,0,0,240,1,0,0,0,1,184000
498,7800,1,0,1,0,0,0,0,1,0,1967,864,1,0,0,0,0,1,0,1,899,3,1,0,0,0,1,0,0,288,0,0,0,1,1,130000
499,7535,1,0,1,0,0,0,0,1,0,1958,912,1,0,0,0,0,1,0,1,912,2,1,0,0,1,0,0,0,297,0,0,0,1,1,120000
500,1890,1,0,1,0,0,0,1,0,0,1973,672,2,0,0,0,0,1,0,1,1218,3,1,0,0,1,0,0,0,264,0,0,0,1,0,113000
501,9803,1,0,1,0,0,0,1,0,0,2005,866,3,0,0,0,0,1,0,1,1768,3,1,0,0,0,1,0,0,603,0,0,0,1,0,226700
502,9170,1,0,1,0,0,0,0,1,0,1965,1214,1,0,0,0,0,1,0,1,1214,2,1,0,0,1,0,0,0,461,0,0,0,1,1,140000
503,15602,1,0,1,0,0,0,0,0,1,1959,1501,2,0,0,0,0,1,0,1,1801,1,1,0,0,1,0,0,1,484,0,0,0,1,1,289000
504,2308,1,0,1,0,0,0,1,0,0,1974,855,3,0,0,0,0,1,0,1,1322,3,1,0,0,1,0,0,1,440,0,0,0,1,0,147000
505,7596,1,0,1,0,0,0,1,0,0,1952,960,2,0,0,0,0,1,0,1,1960,4,2,0,0,1,0,0,0,400,1,0,0,0,0,124500
506,9554,1,0,1,0,0,0,1,0,0,1993,777,3,0,0,0,0,1,0,1,1911,3,1,0,0,0,1,0,1,471,0,0,0,1,0,215000
507,7862,1,0,1,0,0,0,1,0,0,2009,1218,2,0,0,0,0,1,0,1,1218,2,1,0,0,0,1,0,0,676,0,0,0,1,0,208300
508,9600,1,0,1,0,0,0,0,0,1,1928,689,2,0,0,0,0,1,0,1,1378,3,1,0,0,0,1,0,1,360,1,0,0,0,0,161000
509,9600,1,0,1,0,0,0,0,1,0,1959,1041,1,0,0,0,0,1,0,1,1041,3,1,0,0,1,0,0,0,270,0,0,0,1,1,124500
510,14559,1,0,1,0,0,0,0,1,0,1951,1008,1,0,0,0,0,1,0,1,1363,2,1,0,0,1,0,0,1,288,0,0,0,1,0,164900
511,6792,1,0,1,0,0,0,1,0,0,2005,1368,2,0,0,0,0,1,0,1,1368,2,1,0,0,0,1,0,1,474,0,0,0,1,0,202665
512,9100,1,0,1,0,0,0,1,0,0,1958,864,1,0,0,0,0,1,0,1,864,3,1,0,0,1,0,0,0,624,0,0,0,1,0,129900
513,9187,1,0,1,0,0,0,1,0,0,1983,1084,2,0,0,0,0,1,0,1,1080,3,1,0,0,1,0,0,0,484,0,0,0,1,0,134000
514,10594,1,0,1,0,0,0,1,0,0,1926,768,1,0,0,1,0,0,0,0,789,2,1,0,0,1,0,0,0,200,0,0,0,1,1,96500
515,12220,1,0,1,0,0,0,1,0,0,2009,2006,3,0,0,0,0,1,0,1,2020,3,1,0,0,0,0,1,1,900,0,0,0,1,0,402861
516,10448,1,0,1,0,0,0,0,1,0,1972,689,3,0,0,0,0,1,0,1,2119,3,1,0,0,1,0,0,1,583,0,0,0,1,1,158000
517,10208,1,0,1,0,0,0,1,0,0,1996,1264,3,0,0,0,0,1,0,1,2344,3,1,0,0,0,1,0,1,889,0,0,0,1,0,265000
518,9531,1,0,1,0,0,0,1,0,0,1998,794,3,0,0,0,0,1,0,1,1796,3,1,0,0,1,0,0,0,546,0,0,0,1,1,211000
519,10918,1,0,1,0,0,0,0,0,1,1926,1276,2,0,0,0,0,1,0,1,2080,3,1,0,0,0,1,0,1,282,0,0,0,1,1,234000
520,10800,1,0,1,0,0,0,0,1,0,1900,0,2,0,0,0,0,1,0,0,1294,3,2,0,0,1,0,0,0,0,1,0,0,0,0,106250
